,changed,Unique.ID,Continent,Species.Distribution,Status,cal.last.occurrence,X14C.last.occurrence,X14C.error,Order,FAMILY,Genus,Species,X,binomial.x,LogMass,Combined.Mass..g.,Comments,Reference,IUCN.status,comment,comment.1,Home.Range.Size,units.for.home.range.sizse,reference.for.home.range,binomial.y,trophic,ref.for.trophic,habitat.mode
95,Unchanged taxonomy.,AF_extant_Cephalophus natalensis,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,natalensis,,Cephalophus natalensis,4.079,11999.966,hunting_ habitat loss,60,LR,,,,NA,NA,Cephalophus natalensis,frug/browse ,t1,terr
96,Unchanged taxonomy.,AF_extant_Cephalophus niger,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,niger,,Cephalophus niger,4.31,20399.992,hunting,60,LR,,,,NA,NA,Cephalophus niger,frug/browse ,t1,terr
97,Unchanged taxonomy.,AF_extant_Cephalophus nigrifrons,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,nigrifrons,,Cephalophus nigrifrons,4.143,13899.846,hunting_ habitat loss,60,LR,,,,NA,NA,Cephalophus nigrifrons,frug/browse ,t1,terr
98,Unchanged taxonomy.,AF_extant_Cephalophus ogilbyi,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,ogilbyi,,Cephalophus ogilbyi,4.301,20000,hunting_ habitat loss,63_ 70,LR,,,,NA,NA,Cephalophus ogilbyi,frug/browse ,t1,terr
99,Genus level change. Taxonomy possibilities are: ARTIODACTYLA Bovidae Capricornis rubidus,AF_extant_Cephalophus rubidus,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,rubidus,,Cephalophus rubidus,4.176,14999.957,,60,,,,,NA,NA,Cephalophus rubidus,Browse,t1,terr
100,Unchanged taxonomy.,AF_extant_Cephalophus rufilatus,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,rufilatus,,Cephalophus rufilatus,4.079,11999.966,hunting,63_ 70,LR,,,,NA,NA,Cephalophus rufilatus,frug/browse ,t1,terr
101,Unchanged taxonomy.,AF_extant_Cephalophus silvicultor,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,silvicultor,,Cephalophus silvicultor,4.86,72500.333,hunting_ habitat loss,60,LR,,,,NA,NA,Cephalophus silvicultor,frug/browse ,t1,terr
102,Unchanged taxonomy.,AF_extant_Cephalophus spadix,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,spadix,,Cephalophus spadix,4.748,56000.254,hunting_ habitat loss_ restricted range,63_ 70,LR,,,,NA,NA,Cephalophus spadix,frug/browse ,t1,terr
103,Unchanged taxonomy.,AF_extant_Cephalophus weynsi,AF,Zaire,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,weynsi,,Cephalophus weynsi,4.23,17000,hunting_ habitat loss,164,LR,,,,NA,NA,Cephalophus weynsi,frug/browse ,same as congeners,terr
104,Unchanged taxonomy.,AF_extant_Cephalophus zebra,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Cephalophus,zebra,,Cephalophus zebra,4.243,17500.079,hunting_ habitat loss,65,VU,,,,NA,NA,Cephalophus zebra,frug/browse ,t1,terr
105,Unchanged taxonomy.,AF_extant_Ceratotherium simum,AF,,extant,,NA,NA,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,Ceratotherium simum,6.47,2949986.306,hunting_ habitat loss,63_ 70,NT,,,,NA,NA,Ceratotherium simum,graze,t1,terr
106,Unchanged taxonomy.,AF_extant_Cercocebus agilis,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercocebus,agilis,,Cercocebus agilis,3.903,8000,female:5000-7000_ male:7000-13000,70,,,,,NA,NA,Cercocebus agilis,frug ,t1,arboreal
107,Unchanged taxonomy.,AF_extant_Cercocebus galeritus,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercocebus,galeritus,,Cercocebus galeritus,3.894,7835.018,hunting_ habitat loss,60,LR,,,,NA,NA,Cercocebus galeritus,frug ,t1,arboreal
108,Unchanged taxonomy.,AF_extant_Cercocebus torquatus,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercocebus,torquatus,,Cercocebus torquatus,3.889,7749.97,hunting_ habitat loss,65,LR,WT:10000,,,NA,NA,Cercocebus torquatus,frug ,t1,arboreal
109,Unchanged taxonomy.,AF_extant_Cercopithecus ascanius,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,ascanius,,Cercopithecus ascanius,3.55,3550,female:2900_ male:4200,74,,,,,NA,NA,Cercopithecus ascanius,frug/ginsect,t1,arboreal
110,Unchanged taxonomy.,AF_extant_Cercopithecus campbelli,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,campbelli,,Cercopithecus campbelli,3.613,4099.964,,60,,,,,NA,NA,Cercopithecus campbelli,frug ,t1,arboreal
111,Unchanged taxonomy.,AF_extant_Cercopithecus cephus,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,cephus,,Cercopithecus cephus,3.542,3484.978,,60,,,,,NA,NA,Cercopithecus cephus,frug ,t1,arboreal
112,Unchanged taxonomy.,AF_extant_Cercopithecus diana,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,diana,,Cercopithecus diana,3.621,4175.034,hunting_ habitat loss,65,EN,,,,NA,NA,Cercopithecus diana,frug ,t1,arboreal
113,Unchanged taxonomy.,AF_extant_Cercopithecus dryas,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,dryas,,Cercopithecus dryas,3.488,3075,hunting_ habitat loss,70,DD,,,,NA,NA,Cercopithecus dryas,frug/browse ,t1,arboreal
114,Unchanged taxonomy.,AF_extant_Cercopithecus erythrogaster,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,erythrogaster,,Cercopithecus erythrogaster,3.398,2500,hunting_ habitat loss,65,EN,,,,NA,NA,Cercopithecus erythrogaster,frug/ginsect,t1,arboreal
115,Unchanged taxonomy.,AF_extant_Cercopithecus erythrotis,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,erythrotis,,Cercopithecus erythrotis,3.593,3918.333,hunting_ habitat loss,65_ 130,VU,WT:4250,,,NA,NA,Cercopithecus erythrotis,frug ,t1,arboreal
116,Unchanged taxonomy.,AF_extant_Cercopithecus hamlyni,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,hamlyni,,Cercopithecus hamlyni,3.837,6875,habitat loss,70,LR,,,,NA,NA,Cercopithecus hamlyni,browse/frug,t1,arboreal
117,Unchanged taxonomy.,AF_extant_Cercopithecus lhoesti,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,lhoesti,,Cercopithecus lhoesti,3.73,5375.019,habitat loss,65,LR,,,,NA,NA,Cercopithecus lhoesti,frug ,t1,arboreal
118,Unchanged taxonomy.,AF_extant_Cercopithecus mitis,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,mitis,,Cercopithecus mitis,3.699,5000,,65,,,,,NA,NA,Cercopithecus mitis,frug/browse ,t1,arboreal
119,Unchanged taxonomy.,AF_extant_Cercopithecus mona,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus mona,3.624,4208.333,,65_ 130,,WT:4000,,,NA,NA,Cercopithecus mona,frug ,t1,arboreal
120,Unchanged taxonomy.,AF_extant_Cercopithecus neglectus,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,neglectus,,Cercopithecus neglectus,3.739,5479.993,,60,,,,,NA,NA,Cercopithecus neglectus,frug/browse ,t1,arboreal
121,Unchanged taxonomy.,AF_extant_Cercopithecus nictitans,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,nictitans,,Cercopithecus nictitans,3.764,5803.345,,60_ 130,,WT:6000,,,NA,NA,Cercopithecus nictitans,frug/browse ,t1,arboreal
122,Unchanged taxonomy.,AF_extant_Cercopithecus petaurista,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,petaurista,,Cercopithecus petaurista,3.443,2774.981,,65,,,,,NA,NA,Cercopithecus petaurista,frug ,t1,arboreal
123,Unchanged taxonomy.,AF_extant_Cercopithecus pogonias,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,pogonias,,Cercopithecus pogonias,3.576,3764.957,,60,,,,,NA,NA,Cercopithecus pogonias,frug ,t1,arboreal
124,Unchanged taxonomy.,AF_extant_Cercopithecus preussi,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,preussi,,Cercopithecus preussi,3.72,5250,hunting_ habitat loss,70,EN,,,,NA,NA,Cercopithecus preussi,frug/browse ,t1,arboreal
125,Unchanged taxonomy.,AF_extant_Cercopithecus sclateri,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,sclateri,,Cercopithecus sclateri,3.528,3375,hunting_ habitat loss,70,EN,,,,NA,NA,Cercopithecus sclateri,frug ,t1,arboreal
126,Unchanged taxonomy.,AF_extant_Cercopithecus solatus,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,solatus,,Cercopithecus solatus,3.813,6500,hunting_ habitat loss,70,VU,,,,NA,NA,Cercopithecus solatus,frug ,t1,arboreal
127,Unchanged taxonomy.,AF_extant_Cercopithecus wolfi,AF,,extant,,NA,NA,Primates,Cercopithecidae,Cercopithecus,wolfi,,Cercopithecus wolfi,3.602,4000,,70,,,,,NA,NA,Cercopithecus wolfi,frug ,t1,arboreal
128,Unchanged taxonomy.,AF_extant_Cervus elaphus,AF,,extant,,NA,NA,Artiodactyla,Cervidae,Cervus,elaphus,,Cervus elaphus,5.194,156249.991,,65,,,,,NA,NA,Cervus elaphus,Browse,t1,terr
129,Unchanged taxonomy.,AF_extant_Chaerephon aloysiisabaudiae,AF,Ghana_ Gabon_ Zaire_ Uganada_ perhaps Ethiopia,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,aloysiisabaudiae,,Chaerephon aloysiisabaudiae,-999,-999,,-999,,,,,NA,NA,Chaerephon aloysiisabaudiae,ainsect,t1,
130,Unchanged taxonomy.,AF_extant_Chaerephon ansorgei,AF,Cameroon to Ethiopia_ south to angola and Natal (South Africa),extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,ansorgei,,Chaerephon ansorgei,1.208,16.135,,255,,,,,NA,NA,Chaerephon ansorgei,ainsect,t1,volant
131,Unchanged taxonomy.,AF_extant_Chaerephon bemmeleni,AF,Liberia_ Cameroon_ Sudan_ Zaire_ Uganad_ Kenya_ Tanzania,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,bemmeleni,,Chaerephon bemmeleni,1.279,19,,282,,,,,NA,NA,Chaerephon bemmeleni,ainsect,t1,volant
132,"Species name change. Listing all species in the genus: aloysiisabaudiae, ansorgei, bemmeleni, bivittatus, bregullae, chapini, gallagheri, jobensis, johorensis, leucogaster, major, nigeriae, plicatus, pumilus, russatus, shortridgei, solomonis, tomensis",AF_extant_Chaerephon bivittata,AF,Sudan_ Ethiopia_ Uganda_ Kenya_ Tanzania_ Zambia_ Zimbabawe_ Mozambique,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,bivittata,,Chaerephon bivittata,1.176,15,,153,,,,,NA,NA,Chaerephon bivittata,ainsect,t1,volant
133,Unchanged taxonomy.,AF_extant_Chaerephon chapini,AF,Ethiopia_ Zaire_ Uganda_ Angola_ Naminia_ Botswanna_ Zimbabwe_ Zambia,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,chapini,,Chaerephon chapini,1,10,,232,,,,,NA,NA,Chaerephon chapini,ainsect,t1,volant
134,Unchanged taxonomy.,AF_extant_Chaerephon gallagheri,AF,Zaire,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,gallagheri,,Chaerephon gallagheri,-999,-999,,-999,,,,,NA,NA,Chaerephon gallagheri,ainsect,t1,
135,Unchanged taxonomy.,AF_extant_Chaerephon major,AF,Liberia_ mali_ Burkina Faso_ Ghana_ Togo_ Nigeria_ Niger_ Sudan_ NE Zaire_ Uganda_ Tanzania,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,major,,Chaerephon major,1.169,14.75,,153,,,,,NA,NA,Chaerephon major,ainsect,t1,volant
136,Unchanged taxonomy.,AF_extant_Chaerephon nigeriae,AF,Ghana and Niger to sauida Arabia_ ethiopia_ south to namibia_ Botswanna and Zimbabwe,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,nigeriae,,Chaerephon nigeriae,1.297,19.8,,153,,,,,NA,NA,Chaerephon nigeriae,ainsect,t1,volant
137,Genus level change. Taxonomy possibilities are: CHIROPTERA Emballonuridae Balantiopteryx plicata,AF_extant_Chaerephon plicata,AF,India and Sri Lanka to S China and Vietnam_ southeast to Phillipines_ Borneo and lesser sunda isls_ hainan (China)_ Cocos Keeling Isl (Indian Ocean),extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,plicata,,Chaerephon plicata,1.302,20.033,,153,,,,,NA,NA,Chaerephon plicata,ainsect,t1,volant
138,Genus level change. Taxonomy possibilities are: RODENTIA Hystricidae Hystrix pumila,AF_extant_Chaerephon pumila,AF,Senegal to Yemen_ south to South Africa_ Bioko_ Pemba and Zanzibar_ Comoro Isls_ Aldabra and Amirante Isls (seychellas)_ Madagascar,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,pumila,,Chaerephon pumila,1.053,11.297,,153,,,,,NA,NA,Chaerephon pumila,ainsect,t1,volant
139,"Species name change. Listing all species in the genus: aloysiisabaudiae, ansorgei, bemmeleni, bivittatus, bregullae, chapini, gallagheri, jobensis, johorensis, leucogaster, major, nigeriae, plicatus, pumilus, russatus, shortridgei, solomonis, tomensis",AF_extant_Chaerephon russata,AF,Ghana_ Cameroon_ Zaire_ Kenya,extant,,NA,NA,Chiroptera,Molossidae,Chaerephon,russata,,Chaerephon russata,1.218,16.525,,153,,,,,NA,NA,Chaerephon russata,ainsect,t1,volant
140,"Species name change. Listing all species in the genus: dwyeri, gouldii, morio, neocaledonicus, nigrogriseus, picatus, tuberculatus",AF_extant_Chalinolobus alboguttatus,AF,Zaire_ Cameroon,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,alboguttatus,,Chalinolobus alboguttatus,-999,-999,,-999,,,,,NA,NA,Chalinolobus alboguttatus,ainsect,t1,
141,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Alticola argentatus,AF_extant_Chalinolobus argentatus,AF,Cameroon to Kenya_ south to Angola and Tanzania,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,argentatus,,Chalinolobus argentatus,0.957,9.063,,153,,,,,NA,NA,Chalinolobus argentatus,ainsect,t1,volant
142,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Glauconycteris beatrix,AF_extant_Chalinolobus beatrix,AF,Ivory coast_ Kenya_ congo republic_ perhaps Guniea (Bissau),extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,beatrix,,Chalinolobus beatrix,0.813,6.5,,153,,WT:7.5,FA:37,,NA,NA,Chalinolobus beatrix,ainsect,t1,volant
143,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Glauconycteris egeria,AF_extant_Chalinolobus egeria,AF,Cameroon_ Uganda,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,egeria,,Chalinolobus egeria,-999,-999,,-999,,,,,NA,NA,Chalinolobus egeria,ainsect,t1,
144,"Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Glauconycteris gleni, CHIROPTERA Vespertilionidae Miniopterus gleni",AF_extant_Chalinolobus gleni,AF,Cameroon_ Uganda,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,gleni,,Chalinolobus gleni,1.033,10.787,,153,,,,,NA,NA,Chalinolobus gleni,ainsect,t1,volant
145,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Glauconycteris kenyacola,AF_extant_Chalinolobus kenyacola,AF,Kenya,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,kenyacola,,Chalinolobus kenyacola,0.845,7,,153,,,,,NA,NA,Chalinolobus kenyacola,ainsect,t1,volant
146,"Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Paraxerus poensis, RODENTIA Muridae Grammomys poensis, SORICOMORPHA Soricidae Crocidura poensis, CHIROPTERA Vespertilionidae Glauconycteris poensis, CARNIVORA Viverridae Genetta poensis",AF_extant_Chalinolobus poensis,AF,Senegal to Uganda_ Bioko,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,poensis,,Chalinolobus poensis,0.848,7.05,,153,,,,,NA,NA,Chalinolobus poensis,ainsect,t1,volant
147,"Species name change. Listing all species in the genus: dwyeri, gouldii, morio, neocaledonicus, nigrogriseus, picatus, tuberculatus",AF_extant_Chalinolobus superbus,AF,Ivory Coast_ Ghana_ NE Zaire,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,superbus,,Chalinolobus superbus,-999,-999,,-999,,,,,NA,NA,Chalinolobus superbus,ainsect,t1,
148,"Genus level change. Taxonomy possibilities are: PILOSA Bradypodidae Bradypus variegatus, RODENTIA Sciuridae Spermophilus variegatus",AF_extant_Chalinolobus variegatus,AF,Senegal to somalia_ south to south Africa,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,variegatus,,Chalinolobus variegatus,1.045,11.083,,153,,WT:12,FA:43,,NA,NA,Chalinolobus variegatus,ainsect,t1,volant
149,Unchanged taxonomy.,AF_extant_Chlorocebus aethiops,AF,,extant,,NA,NA,Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus aethiops,3.619,4155,female:3560_ male: 4750,74,,,,,NA,NA,Chlorocebus aethiops,frug ,t1,arboreal
150,Genus level change. Taxonomy possibilities are: AFROSORICIDA Chrysochloridae Carpitalpa arendsi,AF_extant_Chlorotalpa arendsi,AF,,extant,,NA,NA,Insectivora,Chrysochloridae,Chlorotalpa,arendsi,,Chlorotalpa arendsi,1.719,52.35,,60_ 129,,,,,NA,NA,Chlorotalpa arendsi,ginsect,t1,terr- fossorial
151,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chlorotalpa duthieae,AF_extant_Chlorotalpa duthieae,AF,S. Cape Prov._ South Africa,extant,,NA,NA,Insectivora,Chrysochloridae,Chlorotalpa,duthieae,,Chlorotalpa duthieae,-999,-999,unknown,-999,VU,,,,NA,NA,Chlorotalpa duthieae,ginsect,t1,
152,"Species name change. Listing all species in the genus: duthieae, sclateri",AF_extant_Chlorotalpa leucorhina,AF,N Angola_ Zaire_ Cameroon_ Central African Repulic,extant,,NA,NA,Insectivora,Chrysochloridae,Chlorotalpa,leucorhina,,Chlorotalpa leucorhina,-999,-999,,-999,,,,,NA,NA,Chlorotalpa leucorhina,ginsect,t1,
153,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chlorotalpa sclateri,AF_extant_Chlorotalpa sclateri,AF,Cape Prov._ E orange Free state_ and S Transvaal (south Africa),extant,,NA,NA,Insectivora,Chrysochloridae,Chlorotalpa,sclateri,,Chlorotalpa sclateri,1.613,41,unknown,113_ 260,VU,,,,NA,NA,Chlorotalpa sclateri,ginsect,t1,terr- fossorial
154,"Genus level change. Taxonomy possibilities are: AFROSORICIDA Chrysochloridae Calcochloris tytonis, RODENTIA Muridae Gerbillurus tytonis",AF_extant_Chlorotalpa tytonis,AF,Somalia,extant,,NA,NA,Insectivora,Chrysochloridae,Chlorotalpa,tytonis,,Chlorotalpa tytonis,-999,-999,restricted range,-999,CR,,,,NA,NA,Chlorotalpa tytonis,ginsect,t1,
155,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chrysochloris asiatica,AF_extant_Chrysochloris asiatica,AF,,extant,,NA,NA,Insectivora,Chrysochloridae,Chrysochloris,asiatica,,Chrysochloris asiatica,1.69,49,,60,,,,,NA,NA,Chrysochloris asiatica,ginsect,t1,terr- fossorial
156,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chrysochloris stuhlmanni,AF_extant_Chrysochloris stuhlmanni,AF,,extant,,NA,NA,Insectivora,Chrysochloridae,Chrysochloris,stuhlmanni,,Chrysochloris stuhlmanni,1.6,39.8,,60,,,,,NA,NA,Chrysochloris stuhlmanni,ginsect,t1,terr- fossorial
157,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chrysochloris visagiei,AF_extant_Chrysochloris visagiei,AF,Cape Prov._ South Africa,extant,,NA,NA,Insectivora,Chrysochloridae,Chrysochloris,visagiei,,Chrysochloris visagiei,1.477,30,unknown,230,CR,,,,NA,NA,Chrysochloris visagiei,ginsect,t1,terr- fossorial
158,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chrysospalax trevelyani,AF_extant_Chrysospalax trevelyani,AF,,extant,,NA,NA,Insectivora,Chrysochloridae,Chrysospalax,trevelyani,,Chrysospalax trevelyani,2.63,426.501,habitat loss_ changes in predators,60,EN,,,,NA,NA,Chrysospalax trevelyani,ginsect,t1,terr- fossorial
159,Genus and species name match. Likely taxonomy is AFROSORICIDA Chrysochloridae Chrysospalax villosus,AF_extant_Chrysospalax villosus,AF,,extant,,NA,NA,Insectivora,Chrysochloridae,Chrysospalax,villosus,,Chrysospalax villosus,2.079,119.875,habitat loss,60_ 129,VU,,,,NA,NA,Chrysospalax villosus,ginsect,t1,terr- fossorial
160,Unchanged taxonomy.,AF_extant_Civettictis civetta,AF,,extant,,NA,NA,Carnivora,Viverridae,Civettictis,civetta,,Civettictis civetta,4.079,11999.966,,63_ 70,,,,,NA,NA,Civettictis civetta,carn/frug,t1,arboreal
161,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Cloeotis percivali,AF_extant_Cloeotis percivali,AF,Kenya_ Tanzania_ S Zaire_ Mozambique_ Zambia_ Zimbabwe_ SE Botswana_ Swaziland_ Transvall (South Africa),extant,,NA,NA,Chiroptera,Rhinolophidae,Cloeotis,percivali,,Cloeotis percivali,0.607,4.05,,153,,,,,NA,NA,Cloeotis percivali,ainsect,t1,volant
162,Unchanged taxonomy.,AF_extant_Coleura afra,AF,Guinea-Bissau to Somalia_ south to angola_ Zaire and Mozambique_ Yemen,extant,,NA,NA,Chiroptera,Emballonuridae,Coleura,afra,,Coleura afra,1.028,10.667,,153,,,,,NA,NA,Coleura afra,ainsect,t1,volant
163,Unchanged taxonomy.,AF_extant_Colobus angolensis,AF,NE Angola_ S & E Zaire_ Rwanda_ Burundi_ NE Zambia_ SE Kenya_ E Tanzania,extant,,NA,NA,Primates,Cercopithecidae,Colobus,angolensis,,Colobus angolensis,3.993,9850,female:9000_ male:10700,74,,,,,NA,NA,Colobus angolensis,Browse,t1,arboreal
164,Unchanged taxonomy.,AF_extant_Colobus guereza,AF,,extant,,NA,NA,Primates,Cercopithecidae,Colobus,guereza,,Colobus guereza,4.025,10600,,60_ 130,,WT:11000,,,NA,NA,Colobus guereza,Browse,t1,arboreal
165,Unchanged taxonomy.,AF_extant_Colobus polykomos,AF,,extant,,NA,NA,Primates,Cercopithecidae,Colobus,polykomos,,Colobus polykomos,3.996,9917.451,hunting_ habitat loss,60_ 130,VU,WT:10000,,,NA,NA,Colobus polykomos,browse/frug,t1,arboreal
166,Unchanged taxonomy.,AF_extant_Colobus satanas,AF,,extant,,NA,NA,Primates,Cercopithecidae,Colobus,satanas,,Colobus satanas,3.635,4319.963,hunting_ habitat loss,60,VU,,,,NA,NA,Colobus satanas,Browse,t1,arboreal
167,Unchanged taxonomy.,AF_extant_Colomys goslingi,AF,,extant,,NA,NA,Rodentia,Muridae,Colomys,goslingi,,Colomys goslingi,1.796,62.5,habitat loss,116,CR,,,,NA,NA,Colomys goslingi,ginsect,t1,terr
168,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Congosorex polli,AF_extant_Congosorex polli,AF,S. Zaire,extant,,NA,NA,Insectivora,Soricidae,Congosorex,polli,,Congosorex polli,-999,-999,habitat loss_ restricted range,-999,CR,,,,NA,NA,Congosorex polli,ginsect,t1,
169,Unchanged taxonomy.,AF_extant_Connochaetes gnou,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Connochaetes,gnou,,Connochaetes gnou,5.255,179998.962,habitat loss_ drought,60,LR,,,,NA,NA,Connochaetes gnou,graze/browse,t1,terr
170,Unchanged taxonomy.,AF_extant_Connochaetes taurinus,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Connochaetes,taurinus,,Connochaetes taurinus,5.255,179998.962,hunting_ habitat loss_ parasites/pathogens,63_ 70,LR,,,,NA,NA,Connochaetes taurinus,graze,t1,terr
171,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Cricetomys emini,AF_extant_Cricetomys emini,AF,,extant,,NA,NA,Rodentia,Muridae,Cricetomys,emini,,Cricetomys emini,3.114,1299.99,,60,,,,,NA,NA,Cricetomys emini,frug/browse ,t1,terr
172,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Cricetomys gambianus,AF_extant_Cricetomys gambianus,AF,,extant,,NA,NA,Rodentia,Muridae,Cricetomys,gambianus,,Cricetomys gambianus,3.104,1271,,125_ 129_ 130,,WT:1250,,,NA,NA,Cricetomys gambianus,frug/browse ,t1,terr
173,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Crocidura aleksandrisi,AF_extant_Crocidura aleksandrisi,AF,,extant,,NA,NA,Insectivora,Soricidae,Crocidura,aleksandrisi,,Crocidura aleksandrisi,-999,-999,,-999,,,,,NA,NA,Crocidura aleksandrisi,ginsect,t1,
174,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Crocidura allex,AF_extant_Crocidura allex,AF,,extant,,NA,NA,Insectivora,Soricidae,Crocidura,allex,,Crocidura allex,-999,-999,habitat loss_ restricted range,-999,VU,,,,NA,NA,Crocidura allex,ginsect,t1,
